Unnamed: 0,UID,Gender,Age,YearInCollege,Education,State,Major,JobExperience,TaskID,Complexity,Category,CorrectAnswer,UserAnswer,Duration,source_file
4,cf0a3fca,Male,18-24,Junior,High School / GED,NV,Computer Science,2,5,L-2,Concatenation,3,1,0.089,AKIAYPZKJUD4MSKJLBUZ_v_20250509T081551_t3JCOOrOb9xwqp2dLWpVuIpJNttpZ97S.csv
5,cf0a3fca,Male,18-24,Junior,High School / GED,NV,Computer Science,2,6,L-2,Interpolation,4,2,0.019,AKIAYPZKJUD4MSKJLBUZ_v_20250509T081551_t3JCOOrOb9xwqp2dLWpVuIpJNttpZ97S.csv
6,cf0a3fca,Male,18-24,Junior,High School / GED,NV,Computer Science,2,7,L-4,Concatenation,4,3,0.073,AKIAYPZKJUD4MSKJLBUZ_v_20250509T081551_t3JCOOrOb9xwqp2dLWpVuIpJNttpZ97S.csv
7,cf0a3fca,Male,18-24,Junior,High School / GED,NV,Computer Science,2,8,L-4,Interpolation,1,1,0.082,AKIAYPZKJUD4MSKJLBUZ_v_20250509T081551_t3JCOOrOb9xwqp2dLWpVuIpJNttpZ97S.csv
8,cf0a3fca,Male,18-24,Junior,High School / GED,NV,Computer Science,2,9,L-3,Concatenation,3,2,0.051,AKIAYPZKJUD4MSKJLBUZ_v_20250509T081551_t3JCOOrOb9xwqp2dLWpVuIpJNttpZ97S.csv
9,cf0a3fca,Male,18-24,Junior,High School / GED,NV,Computer Science,2,10,L-3,Interpolation,2,4,0.038,AKIAYPZKJUD4MSKJLBUZ_v_20250509T081551_t3JCOOrOb9xwqp2dLWpVuIpJNttpZ97S.csv
10,cf0a3fca,Male,18-24,Junior,High School / GED,NV,Computer Science,2,11,L-4,Concatenation,3,3,0.006,AKIAYPZKJUD4MSKJLBUZ_v_20250509T081551_t3JCOOrOb9xwqp2dLWpVuIpJNttpZ97S.csv
11,cf0a3fca,Male,18-24,Junior,High School / GED,NV,Computer Science,2,12,L-4,Interpolation,1,1,0.09,AKIAYPZKJUD4MSKJLBUZ_v_20250509T081551_t3JCOOrOb9xwqp2dLWpVuIpJNttpZ97S.csv
12,cf0a3fca,Male,18-24,Junior,High School / GED,NV,Computer Science,2,13,L-2,Concatenation,4,2,0.018,AKIAYPZKJUD4MSKJLBUZ_v_20250509T081551_t3JCOOrOb9xwqp2dLWpVuIpJNttpZ97S.csv
13,cf0a3fca,Male,18-24,Junior,High School / GED,NV,Computer Science,2,14,L-2,Interpolation,2,3,0.085,AKIAYPZKJUD4MSKJLBUZ_v_20250509T081551_t3JCOOrOb9xwqp2dLWpVuIpJNttpZ97S.csv
14,cf0a3fca,Male,18-24,Junior,High School / GED,NV,Computer Science,2,15,L-3,Concatenation,1,1,0.086,AKIAYPZKJUD4MSKJLBUZ_v_20250509T081551_t3JCOOrOb9xwqp2dLWpVuIpJNttpZ97S.csv
15,cf0a3fca,Male,18-24,Junior,High School / GED,NV,Computer Science,2,16,L-3,Interpolation,3,2,0.028,AKIAYPZKJUD4MSKJLBUZ_v_20250509T081551_t3JCOOrOb9xwqp2dLWpVuIpJNttpZ97S.csv
0,fa848178,Other,18-24,Junior,Some college/university,Nevada,Computer Science,3,1,L-1,Concatenation,2,2,23.167,AKIAYPZKJUD4MSKJLBUZ_v_20250509T095150_vLM3VQGQK_Ypig8Bkb266L6Sol_m97wD.csv
1,fa848178,Other,18-24,Junior,Some college/university,Nevada,Computer Science,3,2,L-1,Interpolation,1,1,23.464,AKIAYPZKJUD4MSKJLBUZ_v_20250509T095150_vLM3VQGQK_Ypig8Bkb266L6Sol_m97wD.csv
2,fa848178,Other,18-24,Junior,Some college/university,Nevada,Computer Science,3,3,L-2,Concatenation,1,4,22.695,AKIAYPZKJUD4MSKJLBUZ_v_20250509T095150_vLM3VQGQK_Ypig8Bkb266L6Sol_m97wD.csv
3,fa848178,Other,18-24,Junior,Some college/university,Nevada,Computer Science,3,4,L-2,Interpolation,2,2,38.27,AKIAYPZKJUD4MSKJLBUZ_v_20250509T095150_vLM3VQGQK_Ypig8Bkb266L6Sol_m97wD.csv
4,fa848178,Other,18-24,Junior,Some college/university,Nevada,Computer Science,3,5,L-2,Concatenation,3,3,17.195,AKIAYPZKJUD4MSKJLBUZ_v_20250509T095150_vLM3VQGQK_Ypig8Bkb266L6Sol_m97wD.csv
5,fa848178,Other,18-24,Junior,Some college/university,Nevada,Computer Science,3,6,L-2,Interpolation,4,3,9.299,AKIAYPZKJUD4MSKJLBUZ_v_20250509T095150_vLM3VQGQK_Ypig8Bkb266L6Sol_m97wD.csv
6,fa848178,Other,18-24,Junior,Some college/university,Nevada,Computer Science,3,7,L-4,Concatenation,4,4,36.317,AKIAYPZKJUD4MSKJLBUZ_v_20250509T095150_vLM3VQGQK_Ypig8Bkb266L6Sol_m97wD.csv
7,fa848178,Other,18-24,Junior,Some college/university,Nevada,Computer Science,3,8,L-4,Interpolation,1,1,44.832,AKIAYPZKJUD4MSKJLBUZ_v_20250509T095150_vLM3VQGQK_Ypig8Bkb266L6Sol_m97wD.csv
8,fa848178,Other,18-24,Junior,Some college/university,Nevada,Computer Science,3,9,L-3,Concatenation,3,3,21.021,AKIAYPZKJUD4MSKJLBUZ_v_20250509T095150_vLM3VQGQK_Ypig8Bkb266L6Sol_m97wD.csv
9,fa848178,Other,18-24,Junior,Some college/university,Nevada,Computer Science,3,10,L-3,Interpolation,2,2,14.04,AKIAYPZKJUD4MSKJLBUZ_v_20250509T095150_vLM3VQGQK_Ypig8Bkb266L6Sol_m97wD.csv
10,fa848178,Other,18-24,Junior,Some college/university,Nevada,Computer Science,3,11,L-4,Concatenation,3,3,39.896,AKIAYPZKJUD4MSKJLBUZ_v_20250509T095150_vLM3VQGQK_Ypig8Bkb266L6Sol_m97wD.csv
11,fa848178,Other,18-24,Junior,Some college/university,Nevada,Computer Science,3,12,L-4,Interpolation,1,1,85.13,AKIAYPZKJUD4MSKJLBUZ_v_20250509T095150_vLM3VQGQK_Ypig8Bkb266L6Sol_m97wD.csv
12,fa848178,Other,18-24,Junior,Some college/university,Nevada,Computer Science,3,13,L-2,Concatenation,4,4,12.56,AKIAYPZKJUD4MSKJLBUZ_v_20250509T095150_vLM3VQGQK_Ypig8Bkb266L6Sol_m97wD.csv
13,fa848178,Other,18-24,Junior,Some college/university,Nevada,Computer Science,3,14,L-2,Interpolation,2,2,16.622,AKIAYPZKJUD4MSKJLBUZ_v_20250509T095150_vLM3VQGQK_Ypig8Bkb266L6Sol_m97wD.csv
14,fa848178,Other,18-24,Junior,Some college/university,Nevada,Computer Science,3,15,L-3,Concatenation,1,1,29.885,AKIAYPZKJUD4MSKJLBUZ_v_20250509T095150_vLM3VQGQK_Ypig8Bkb266L6Sol_m97wD.csv
15,fa848178,Other,18-24,Junior,Some college/university,Nevada,Computer Science,3,16,L-3,Interpolation,3,3,25.467,AKIAYPZKJUD4MSKJLBUZ_v_20250509T095150_vLM3VQGQK_Ypig8Bkb266L6Sol_m97wD.csv
0,9024057a,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,1,1,L-1,Concatenation,2,2,14.935,AKIAYPZKJUD4MSKJLBUZ_v_20250509T125729_34CaTTlAw8NihOBXJCClKz.l_RDDWUyF.csv
1,9024057a,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,1,2,L-1,Interpolation,1,1,30.198,AKIAYPZKJUD4MSKJLBUZ_v_20250509T125729_34CaTTlAw8NihOBXJCClKz.l_RDDWUyF.csv
2,9024057a,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,1,3,L-2,Concatenation,1,4,22.196,AKIAYPZKJUD4MSKJLBUZ_v_20250509T125729_34CaTTlAw8NihOBXJCClKz.l_RDDWUyF.csv
3,9024057a,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,1,4,L-2,Interpolation,2,2,26.404,AKIAYPZKJUD4MSKJLBUZ_v_20250509T125729_34CaTTlAw8NihOBXJCClKz.l_RDDWUyF.csv
4,9024057a,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,1,5,L-2,Concatenation,3,3,25.3,AKIAYPZKJUD4MSKJLBUZ_v_20250509T125729_34CaTTlAw8NihOBXJCClKz.l_RDDWUyF.csv
5,9024057a,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,1,6,L-2,Interpolation,4,3,15.332,AKIAYPZKJUD4MSKJLBUZ_v_20250509T125729_34CaTTlAw8NihOBXJCClKz.l_RDDWUyF.csv
6,9024057a,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,1,7,L-4,Concatenation,4,4,55.2,AKIAYPZKJUD4MSKJLBUZ_v_20250509T125729_34CaTTlAw8NihOBXJCClKz.l_RDDWUyF.csv
7,9024057a,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,1,8,L-4,Interpolation,1,1,37.775,AKIAYPZKJUD4MSKJLBUZ_v_20250509T125729_34CaTTlAw8NihOBXJCClKz.l_RDDWUyF.csv
8,9024057a,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,1,9,L-3,Concatenation,3,3,22.45,AKIAYPZKJUD4MSKJLBUZ_v_20250509T125729_34CaTTlAw8NihOBXJCClKz.l_RDDWUyF.csv
9,9024057a,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,1,10,L-3,Interpolation,2,2,17.752,AKIAYPZKJUD4MSKJLBUZ_v_20250509T125729_34CaTTlAw8NihOBXJCClKz.l_RDDWUyF.csv
10,9024057a,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,1,11,L-4,Concatenation,3,3,84.786,AKIAYPZKJUD4MSKJLBUZ_v_20250509T125729_34CaTTlAw8NihOBXJCClKz.l_RDDWUyF.csv
11,9024057a,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,1,12,L-4,Interpolation,1,1,27.334,AKIAYPZKJUD4MSKJLBUZ_v_20250509T125729_34CaTTlAw8NihOBXJCClKz.l_RDDWUyF.csv
12,9024057a,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,1,13,L-2,Concatenation,4,4,18.554,AKIAYPZKJUD4MSKJLBUZ_v_20250509T125729_34CaTTlAw8NihOBXJCClKz.l_RDDWUyF.csv
13,9024057a,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,1,14,L-2,Interpolation,2,2,10.665,AKIAYPZKJUD4MSKJLBUZ_v_20250509T125729_34CaTTlAw8NihOBXJCClKz.l_RDDWUyF.csv
14,9024057a,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,1,15,L-3,Concatenation,1,1,18.83,AKIAYPZKJUD4MSKJLBUZ_v_20250509T125729_34CaTTlAw8NihOBXJCClKz.l_RDDWUyF.csv
15,9024057a,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,1,16,L-3,Interpolation,3,3,56.914,AKIAYPZKJUD4MSKJLBUZ_v_20250509T125729_34CaTTlAw8NihOBXJCClKz.l_RDDWUyF.csv
0,df0664a3,Male,25-35,Graduate,Bachelor Degree,NV,Computer Science,2,1,L-1,Concatenation,2,2,16.417,AKIAYPZKJUD4MSKJLBUZ_v_20250509T181351_ninbviXeIYwIfjMu01qRjmaHeq1vaE_I.csv
1,df0664a3,Male,25-35,Graduate,Bachelor Degree,NV,Computer Science,2,2,L-1,Interpolation,1,1,18.224,AKIAYPZKJUD4MSKJLBUZ_v_20250509T181351_ninbviXeIYwIfjMu01qRjmaHeq1vaE_I.csv
2,df0664a3,Male,25-35,Graduate,Bachelor Degree,NV,Computer Science,2,3,L-2,Concatenation,1,1,15.077,AKIAYPZKJUD4MSKJLBUZ_v_20250509T181351_ninbviXeIYwIfjMu01qRjmaHeq1vaE_I.csv
3,df0664a3,Male,25-35,Graduate,Bachelor Degree,NV,Computer Science,2,4,L-2,Interpolation,2,2,24.754,AKIAYPZKJUD4MSKJLBUZ_v_20250509T181351_ninbviXeIYwIfjMu01qRjmaHeq1vaE_I.csv
4,df0664a3,Male,25-35,Graduate,Bachelor Degree,NV,Computer Science,2,5,L-2,Concatenation,3,3,21.206,AKIAYPZKJUD4MSKJLBUZ_v_20250509T181351_ninbviXeIYwIfjMu01qRjmaHeq1vaE_I.csv
5,df0664a3,Male,25-35,Graduate,Bachelor Degree,NV,Computer Science,2,6,L-2,Interpolation,4,3,14.007,AKIAYPZKJUD4MSKJLBUZ_v_20250509T181351_ninbviXeIYwIfjMu01qRjmaHeq1vaE_I.csv
6,df0664a3,Male,25-35,Graduate,Bachelor Degree,NV,Computer Science,2,7,L-4,Concatenation,4,4,63.417,AKIAYPZKJUD4MSKJLBUZ_v_20250509T181351_ninbviXeIYwIfjMu01qRjmaHeq1vaE_I.csv
7,df0664a3,Male,25-35,Graduate,Bachelor Degree,NV,Computer Science,2,8,L-4,Interpolation,1,1,35.271,AKIAYPZKJUD4MSKJLBUZ_v_20250509T181351_ninbviXeIYwIfjMu01qRjmaHeq1vaE_I.csv
8,df0664a3,Male,25-35,Graduate,Bachelor Degree,NV,Computer Science,2,9,L-3,Concatenation,3,3,21.8,AKIAYPZKJUD4MSKJLBUZ_v_20250509T181351_ninbviXeIYwIfjMu01qRjmaHeq1vaE_I.csv
9,df0664a3,Male,25-35,Graduate,Bachelor Degree,NV,Computer Science,2,10,L-3,Interpolation,2,4,45.055,AKIAYPZKJUD4MSKJLBUZ_v_20250509T181351_ninbviXeIYwIfjMu01qRjmaHeq1vaE_I.csv
10,df0664a3,Male,25-35,Graduate,Bachelor Degree,NV,Computer Science,2,11,L-4,Concatenation,3,3,56.241,AKIAYPZKJUD4MSKJLBUZ_v_20250509T181351_ninbviXeIYwIfjMu01qRjmaHeq1vaE_I.csv
11,df0664a3,Male,25-35,Graduate,Bachelor Degree,NV,Computer Science,2,12,L-4,Interpolation,1,1,32.162,AKIAYPZKJUD4MSKJLBUZ_v_20250509T181351_ninbviXeIYwIfjMu01qRjmaHeq1vaE_I.csv
12,df0664a3,Male,25-35,Graduate,Bachelor Degree,NV,Computer Science,2,13,L-2,Concatenation,4,4,17.884,AKIAYPZKJUD4MSKJLBUZ_v_20250509T181351_ninbviXeIYwIfjMu01qRjmaHeq1vaE_I.csv
13,df0664a3,Male,25-35,Graduate,Bachelor Degree,NV,Computer Science,2,14,L-2,Interpolation,2,2,18.708,AKIAYPZKJUD4MSKJLBUZ_v_20250509T181351_ninbviXeIYwIfjMu01qRjmaHeq1vaE_I.csv
14,df0664a3,Male,25-35,Graduate,Bachelor Degree,NV,Computer Science,2,15,L-3,Concatenation,1,1,36.57,AKIAYPZKJUD4MSKJLBUZ_v_20250509T181351_ninbviXeIYwIfjMu01qRjmaHeq1vaE_I.csv
15,df0664a3,Male,25-35,Graduate,Bachelor Degree,NV,Computer Science,2,16,L-3,Interpolation,3,4,19.757,AKIAYPZKJUD4MSKJLBUZ_v_20250509T181351_ninbviXeIYwIfjMu01qRjmaHeq1vaE_I.csv
0,ee23099e,Female,45-54,Sophomore,Associate Degree,Nevada,Computer Science,1,1,L-1,Concatenation,2,2,43.661,AKIAYPZKJUD4MSKJLBUZ_v_20250509T192843_5.5dJNvuDpDCGFLAEypOxhjqWZ0UYf1K.csv
1,ee23099e,Female,45-54,Sophomore,Associate Degree,Nevada,Computer Science,1,2,L-1,Interpolation,1,3,87.756,AKIAYPZKJUD4MSKJLBUZ_v_20250509T192843_5.5dJNvuDpDCGFLAEypOxhjqWZ0UYf1K.csv
2,ee23099e,Female,45-54,Sophomore,Associate Degree,Nevada,Computer Science,1,3,L-2,Concatenation,1,4,20.034,AKIAYPZKJUD4MSKJLBUZ_v_20250509T192843_5.5dJNvuDpDCGFLAEypOxhjqWZ0UYf1K.csv
3,ee23099e,Female,45-54,Sophomore,Associate Degree,Nevada,Computer Science,1,4,L-2,Interpolation,2,2,46.446,AKIAYPZKJUD4MSKJLBUZ_v_20250509T192843_5.5dJNvuDpDCGFLAEypOxhjqWZ0UYf1K.csv
4,ee23099e,Female,45-54,Sophomore,Associate Degree,Nevada,Computer Science,1,5,L-2,Concatenation,3,4,29.797,AKIAYPZKJUD4MSKJLBUZ_v_20250509T192843_5.5dJNvuDpDCGFLAEypOxhjqWZ0UYf1K.csv
5,ee23099e,Female,45-54,Sophomore,Associate Degree,Nevada,Computer Science,1,6,L-2,Interpolation,4,3,11.929,AKIAYPZKJUD4MSKJLBUZ_v_20250509T192843_5.5dJNvuDpDCGFLAEypOxhjqWZ0UYf1K.csv
6,ee23099e,Female,45-54,Sophomore,Associate Degree,Nevada,Computer Science,1,7,L-4,Concatenation,4,4,23.033,AKIAYPZKJUD4MSKJLBUZ_v_20250509T192843_5.5dJNvuDpDCGFLAEypOxhjqWZ0UYf1K.csv
7,ee23099e,Female,45-54,Sophomore,Associate Degree,Nevada,Computer Science,1,8,L-4,Interpolation,1,3,54.207,AKIAYPZKJUD4MSKJLBUZ_v_20250509T192843_5.5dJNvuDpDCGFLAEypOxhjqWZ0UYf1K.csv
8,ee23099e,Female,45-54,Sophomore,Associate Degree,Nevada,Computer Science,1,9,L-3,Concatenation,3,3,147.071,AKIAYPZKJUD4MSKJLBUZ_v_20250509T192843_5.5dJNvuDpDCGFLAEypOxhjqWZ0UYf1K.csv
9,ee23099e,Female,45-54,Sophomore,Associate Degree,Nevada,Computer Science,1,10,L-3,Interpolation,2,2,29.014,AKIAYPZKJUD4MSKJLBUZ_v_20250509T192843_5.5dJNvuDpDCGFLAEypOxhjqWZ0UYf1K.csv
10,ee23099e,Female,45-54,Sophomore,Associate Degree,Nevada,Computer Science,1,11,L-4,Concatenation,3,1,26.347,AKIAYPZKJUD4MSKJLBUZ_v_20250509T192843_5.5dJNvuDpDCGFLAEypOxhjqWZ0UYf1K.csv
11,ee23099e,Female,45-54,Sophomore,Associate Degree,Nevada,Computer Science,1,12,L-4,Interpolation,1,1,51.104,AKIAYPZKJUD4MSKJLBUZ_v_20250509T192843_5.5dJNvuDpDCGFLAEypOxhjqWZ0UYf1K.csv
12,ee23099e,Female,45-54,Sophomore,Associate Degree,Nevada,Computer Science,1,13,L-2,Concatenation,4,4,32.233,AKIAYPZKJUD4MSKJLBUZ_v_20250509T192843_5.5dJNvuDpDCGFLAEypOxhjqWZ0UYf1K.csv
13,ee23099e,Female,45-54,Sophomore,Associate Degree,Nevada,Computer Science,1,14,L-2,Interpolation,2,2,16.775,AKIAYPZKJUD4MSKJLBUZ_v_20250509T192843_5.5dJNvuDpDCGFLAEypOxhjqWZ0UYf1K.csv
14,ee23099e,Female,45-54,Sophomore,Associate Degree,Nevada,Computer Science,1,15,L-3,Concatenation,1,2,38.092,AKIAYPZKJUD4MSKJLBUZ_v_20250509T192843_5.5dJNvuDpDCGFLAEypOxhjqWZ0UYf1K.csv
15,ee23099e,Female,45-54,Sophomore,Associate Degree,Nevada,Computer Science,1,16,L-3,Interpolation,3,3,57.832,AKIAYPZKJUD4MSKJLBUZ_v_20250509T192843_5.5dJNvuDpDCGFLAEypOxhjqWZ0UYf1K.csv
0,c1625a9a,Female,18-24,Senior,Bachelor Degree,NV,CS,3,1,L-1,Concatenation,2,2,9.368,AKIAYPZKJUD4MSKJLBUZ_v_20250509T195057_xgHv6EjPzJYMFgs_HYy7VqSr8PYqS5oS.csv
1,c1625a9a,Female,18-24,Senior,Bachelor Degree,NV,CS,3,2,L-1,Interpolation,1,3,2.99,AKIAYPZKJUD4MSKJLBUZ_v_20250509T195057_xgHv6EjPzJYMFgs_HYy7VqSr8PYqS5oS.csv
2,c1625a9a,Female,18-24,Senior,Bachelor Degree,NV,CS,3,3,L-2,Concatenation,1,4,1.52,AKIAYPZKJUD4MSKJLBUZ_v_20250509T195057_xgHv6EjPzJYMFgs_HYy7VqSr8PYqS5oS.csv
3,c1625a9a,Female,18-24,Senior,Bachelor Degree,NV,CS,3,4,L-2,Interpolation,2,3,2.303,AKIAYPZKJUD4MSKJLBUZ_v_20250509T195057_xgHv6EjPzJYMFgs_HYy7VqSr8PYqS5oS.csv
4,c1625a9a,Female,18-24,Senior,Bachelor Degree,NV,CS,3,5,L-2,Concatenation,3,1,5.205,AKIAYPZKJUD4MSKJLBUZ_v_20250509T195057_xgHv6EjPzJYMFgs_HYy7VqSr8PYqS5oS.csv
5,c1625a9a,Female,18-24,Senior,Bachelor Degree,NV,CS,3,6,L-2,Interpolation,4,2,1.054,AKIAYPZKJUD4MSKJLBUZ_v_20250509T195057_xgHv6EjPzJYMFgs_HYy7VqSr8PYqS5oS.csv
6,c1625a9a,Female,18-24,Senior,Bachelor Degree,NV,CS,3,7,L-4,Concatenation,4,3,2.648,AKIAYPZKJUD4MSKJLBUZ_v_20250509T195057_xgHv6EjPzJYMFgs_HYy7VqSr8PYqS5oS.csv
7,c1625a9a,Female,18-24,Senior,Bachelor Degree,NV,CS,3,8,L-4,Interpolation,1,3,6.938,AKIAYPZKJUD4MSKJLBUZ_v_20250509T195057_xgHv6EjPzJYMFgs_HYy7VqSr8PYqS5oS.csv
8,c1625a9a,Female,18-24,Senior,Bachelor Degree,NV,CS,3,9,L-3,Concatenation,3,3,2.596,AKIAYPZKJUD4MSKJLBUZ_v_20250509T195057_xgHv6EjPzJYMFgs_HYy7VqSr8PYqS5oS.csv
9,c1625a9a,Female,18-24,Senior,Bachelor Degree,NV,CS,3,10,L-3,Interpolation,2,3,0.664,AKIAYPZKJUD4MSKJLBUZ_v_20250509T195057_xgHv6EjPzJYMFgs_HYy7VqSr8PYqS5oS.csv
10,c1625a9a,Female,18-24,Senior,Bachelor Degree,NV,CS,3,11,L-4,Concatenation,3,3,0.679,AKIAYPZKJUD4MSKJLBUZ_v_20250509T195057_xgHv6EjPzJYMFgs_HYy7VqSr8PYqS5oS.csv
11,c1625a9a,Female,18-24,Senior,Bachelor Degree,NV,CS,3,12,L-4,Interpolation,1,3,0.455,AKIAYPZKJUD4MSKJLBUZ_v_20250509T195057_xgHv6EjPzJYMFgs_HYy7VqSr8PYqS5oS.csv
12,c1625a9a,Female,18-24,Senior,Bachelor Degree,NV,CS,3,13,L-2,Concatenation,4,3,0.539,AKIAYPZKJUD4MSKJLBUZ_v_20250509T195057_xgHv6EjPzJYMFgs_HYy7VqSr8PYqS5oS.csv
13,c1625a9a,Female,18-24,Senior,Bachelor Degree,NV,CS,3,14,L-2,Interpolation,2,3,0.404,AKIAYPZKJUD4MSKJLBUZ_v_20250509T195057_xgHv6EjPzJYMFgs_HYy7VqSr8PYqS5oS.csv
14,c1625a9a,Female,18-24,Senior,Bachelor Degree,NV,CS,3,15,L-3,Concatenation,1,3,0.42,AKIAYPZKJUD4MSKJLBUZ_v_20250509T195057_xgHv6EjPzJYMFgs_HYy7VqSr8PYqS5oS.csv
15,c1625a9a,Female,18-24,Senior,Bachelor Degree,NV,CS,3,16,L-3,Interpolation,3,3,0.522,AKIAYPZKJUD4MSKJLBUZ_v_20250509T195057_xgHv6EjPzJYMFgs_HYy7VqSr8PYqS5oS.csv
0,b497781f,Male,18-24,Sophomore,High School / GED,NV,Computer Science,3,1,L-1,Concatenation,2,2,20.583,AKIAYPZKJUD4MSKJLBUZ_v_20250509T205622_C0dGftybWj7dxtDRHl10a5CUaNNjL3lf.csv
1,b497781f,Male,18-24,Sophomore,High School / GED,NV,Computer Science,3,2,L-1,Interpolation,1,1,54.379,AKIAYPZKJUD4MSKJLBUZ_v_20250509T205622_C0dGftybWj7dxtDRHl10a5CUaNNjL3lf.csv
2,b497781f,Male,18-24,Sophomore,High School / GED,NV,Computer Science,3,3,L-2,Concatenation,1,4,36.353,AKIAYPZKJUD4MSKJLBUZ_v_20250509T205622_C0dGftybWj7dxtDRHl10a5CUaNNjL3lf.csv
3,b497781f,Male,18-24,Sophomore,High School / GED,NV,Computer Science,3,4,L-2,Interpolation,2,3,59.876,AKIAYPZKJUD4MSKJLBUZ_v_20250509T205622_C0dGftybWj7dxtDRHl10a5CUaNNjL3lf.csv
4,b497781f,Male,18-24,Sophomore,High School / GED,NV,Computer Science,3,5,L-2,Concatenation,3,3,40.773,AKIAYPZKJUD4MSKJLBUZ_v_20250509T205622_C0dGftybWj7dxtDRHl10a5CUaNNjL3lf.csv
5,b497781f,Male,18-24,Sophomore,High School / GED,NV,Computer Science,3,6,L-2,Interpolation,4,3,11.784,AKIAYPZKJUD4MSKJLBUZ_v_20250509T205622_C0dGftybWj7dxtDRHl10a5CUaNNjL3lf.csv
6,b497781f,Male,18-24,Sophomore,High School / GED,NV,Computer Science,3,7,L-4,Concatenation,4,1,28.031,AKIAYPZKJUD4MSKJLBUZ_v_20250509T205622_C0dGftybWj7dxtDRHl10a5CUaNNjL3lf.csv
7,b497781f,Male,18-24,Sophomore,High School / GED,NV,Computer Science,3,8,L-4,Interpolation,1,1,23.744,AKIAYPZKJUD4MSKJLBUZ_v_20250509T205622_C0dGftybWj7dxtDRHl10a5CUaNNjL3lf.csv
8,b497781f,Male,18-24,Sophomore,High School / GED,NV,Computer Science,3,9,L-3,Concatenation,3,1,26.417,AKIAYPZKJUD4MSKJLBUZ_v_20250509T205622_C0dGftybWj7dxtDRHl10a5CUaNNjL3lf.csv
9,b497781f,Male,18-24,Sophomore,High School / GED,NV,Computer Science,3,10,L-3,Interpolation,2,3,24.285,AKIAYPZKJUD4MSKJLBUZ_v_20250509T205622_C0dGftybWj7dxtDRHl10a5CUaNNjL3lf.csv
10,b497781f,Male,18-24,Sophomore,High School / GED,NV,Computer Science,3,11,L-4,Concatenation,3,3,25.699,AKIAYPZKJUD4MSKJLBUZ_v_20250509T205622_C0dGftybWj7dxtDRHl10a5CUaNNjL3lf.csv
11,b497781f,Male,18-24,Sophomore,High School / GED,NV,Computer Science,3,12,L-4,Interpolation,1,1,28.798,AKIAYPZKJUD4MSKJLBUZ_v_20250509T205622_C0dGftybWj7dxtDRHl10a5CUaNNjL3lf.csv
12,b497781f,Male,18-24,Sophomore,High School / GED,NV,Computer Science,3,13,L-2,Concatenation,4,4,10.54,AKIAYPZKJUD4MSKJLBUZ_v_20250509T205622_C0dGftybWj7dxtDRHl10a5CUaNNjL3lf.csv
13,b497781f,Male,18-24,Sophomore,High School / GED,NV,Computer Science,3,14,L-2,Interpolation,2,2,12.694,AKIAYPZKJUD4MSKJLBUZ_v_20250509T205622_C0dGftybWj7dxtDRHl10a5CUaNNjL3lf.csv
14,b497781f,Male,18-24,Sophomore,High School / GED,NV,Computer Science,3,15,L-3,Concatenation,1,4,22.892,AKIAYPZKJUD4MSKJLBUZ_v_20250509T205622_C0dGftybWj7dxtDRHl10a5CUaNNjL3lf.csv
15,b497781f,Male,18-24,Sophomore,High School / GED,NV,Computer Science,3,16,L-3,Interpolation,3,3,33.965,AKIAYPZKJUD4MSKJLBUZ_v_20250509T205622_C0dGftybWj7dxtDRHl10a5CUaNNjL3lf.csv
0,5df1fa9d,Male,18-24,Senior,Some college/university,Nevada,Computer Science,4,1,L-1,Concatenation,2,2,32.996,AKIAYPZKJUD4MSKJLBUZ_v_20250509T221613_DuItv6.wklN7T6UvMCOr3guCuRxZlxDx.csv
1,5df1fa9d,Male,18-24,Senior,Some college/university,Nevada,Computer Science,4,2,L-1,Interpolation,1,1,7.975,AKIAYPZKJUD4MSKJLBUZ_v_20250509T221613_DuItv6.wklN7T6UvMCOr3guCuRxZlxDx.csv
2,5df1fa9d,Male,18-24,Senior,Some college/university,Nevada,Computer Science,4,3,L-2,Concatenation,1,4,17.425,AKIAYPZKJUD4MSKJLBUZ_v_20250509T221613_DuItv6.wklN7T6UvMCOr3guCuRxZlxDx.csv
3,5df1fa9d,Male,18-24,Senior,Some college/university,Nevada,Computer Science,4,4,L-2,Interpolation,2,2,6.334,AKIAYPZKJUD4MSKJLBUZ_v_20250509T221613_DuItv6.wklN7T6UvMCOr3guCuRxZlxDx.csv
